transaction_id,upi_id,customer_id,timestamp,amount,transaction_type,merchant_id,counterparty_upi,status,device_id,device_type,channel,fraud_flag,reversal_flag,failure_reason,customer_id_check,merchant_id_check,validation_status,upi_id_check,device_id_check
txn10000031,daniel6848@upi,cust101638,4/24/2025 16:46,35.75,receive,,user1069@upi,success,dev101638,tablet,intent,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000032,jeffrey8859@upi,cust102374,1/27/2025 1:16,8.43,receive,,user9754@upi,success,dev201610,feature_phone,intent,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000033,christopher9985@upi,cust104731,7/31/2025 8:52,45.41,receive,,user4605@upi,success,dev104731,feature_phone,intent,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000034,katherine1441@upi,cust105661,6/5/2025 16:14,16.28,receive,,user7160@upi,success,dev105661,ios,qr_code,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000035,melanie2636@upi,cust102313,9/1/2024 9:30,20.1,merchant_payment,merch1172,user5407@upi,success,dev102313,android,qr_code,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000036,oscar8502@upi,cust104400,8/1/2025 10:15,41.77,send,,user3089@upi,success,dev104400,android,intent,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000037,tina5645@upi,cust109117,8/17/2024 6:36,157.07,merchant_payment,merch1102,user6241@upi,success,dev109117,ios,app,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000038,alfred6017@upi,cust101419,7/15/2025 20:30,37.54,merchant_payment,merch1160,user6938@upi,success,dev101419,android,app,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000039,amy5786@upi,cust105838,8/29/2024 2:48,32.24,merchant_payment,merch1074,user3441@upi,success,dev105838,feature_phone,intent,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000040,connor9511@upi,cust102412,7/18/2025 18:40,34.02,receive,,user6200@upi,success,dev102412,ios,qr_code,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000041,seth3997@upi,cust102605,12/5/2023 17:26,46.37,send,,user8078@upi,success,dev102605,ios,qr_code,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000042,jessica5895@upi,cust104353,1/12/2025 21:06,23.59,merchant_payment,merch1277,user4079@upi,success,dev104353,ios,qr_code,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000043,donald1401@upi,cust104130,6/16/2025 8:33,186.89,receive,,user9086@upi,failed,dev104130,tablet,app,FALSE,TRUE,network_error,Valid,Missing,Review,Valid,Valid
txn10000044,samuel8369@upi,cust103382,8/3/2025 6:56,39.08,send,,user7610@upi,success,dev103382,ios,intent,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000045,erica3896@upi,cust103676,4/20/2022 7:51,25.9,merchant_payment,merch1330,user7936@upi,success,dev103676,feature_phone,intent,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000046,judy4284@upi,cust103414,3/11/2025 14:00,28.63,receive,,user5603@upi,success,dev103414,android,app,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000047,taylor1757@upi,cust102624,3/30/2025 13:00,10.19,merchant_payment,merch1430,user3594@upi,success,dev102624,ios,app,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000048,douglas1532@upi,cust107817,5/23/2025 7:22,20.17,receive,,user4572@upi,success,dev107817,tablet,intent,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000049,daniel9315@upi,cust105350,6/24/2025 3:34,49.69,receive,,user6818@upi,success,dev105350,android,intent,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000050,morgan8488@upi,cust109700,6/15/2024 3:46,16.43,send,,user6549@upi,success,dev109700,ios,app,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000051,mrs.7319@upi,cust109893,9/29/2024 3:20,23.42,send,,user4759@upi,success,dev200666,tablet,qr_code,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000052,david3060@upi,cust107312,10/6/2024 0:31,20.27,merchant_payment,merch1382,user1475@upi,success,dev107312,ios,intent,TRUE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000053,francisco5579@upi,cust104904,7/28/2025 10:32,27.35,send,,user2239@upi,success,dev104904,feature_phone,qr_code,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000054,sandra9329@upi,cust108910,5/25/2025 18:12,82.82,send,,user2606@upi,success,dev108910,feature_phone,intent,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000055,nicole9384@upi,cust101767,10/6/2022 10:35,30.15,send,,user3160@upi,success,dev101767,ios,intent,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000056,michael3482@upi,cust105719,6/23/2025 11:26,37.02,send,,user3292@upi,success,dev105719,tablet,app,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000057,jill7139@upi,cust100784,8/17/2024 12:57,26.17,receive,,user7433@upi,success,dev100784,tablet,intent,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000058,kyle1974@upi,cust106758,3/5/2025 10:32,35.8,merchant_payment,merch1331,user4306@upi,success,dev106758,ios,intent,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000059,calvin8069@upi,cust108687,2/17/2025 8:02,57.88,receive,,user3574@upi,failed,dev108687,feature_phone,app,FALSE,FALSE,incorrect_pin,Valid,Missing,Review,Valid,Valid
txn10000060,laura8944@upi,cust107141,2/27/2025 23:09,147.81,receive,,user2722@upi,success,dev107141,tablet,qr_code,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000061,rachael8295@upi,cust100015,5/13/2025 13:00,31.14,send,,user4741@upi,success,dev100015,feature_phone,app,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000062,lorraine7897@upi,cust101352,8/7/2024 14:04,18.19,send,,user5205@upi,success,dev101352,feature_phone,intent,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000063,kevin7936@upi,cust105094,7/11/2025 10:14,26.96,receive,,user3529@upi,success,dev105094,ios,qr_code,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000064,melissa5149@upi,cust102403,5/11/2025 23:30,17.25,merchant_payment,merch1001,user1406@upi,success,dev102403,ios,qr_code,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000065,tina5872@upi,cust103395,6/23/2025 19:24,14.32,send,,user8301@upi,success,dev103395,ios,qr_code,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000066,jennifer9184@upi,cust101348,2/24/2025 2:32,50.58,merchant_payment,merch1381,user5233@upi,success,dev101348,feature_phone,app,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000067,jimmy7594@upi,cust101930,2/20/2025 19:32,43.62,send,,user6914@upi,success,dev101930,android,intent,TRUE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000068,rebecca8982@upi,cust103640,2/5/2025 17:16,26.34,send,,user6498@upi,success,dev103640,ios,intent,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000069,sharon4557@upi,cust107118,7/25/2025 14:20,11.32,send,,user2587@upi,success,dev107118,android,intent,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000070,gregory8334@upi,cust103989,8/3/2025 19:24,60.87,merchant_payment,merch1063,user9990@upi,success,dev103989,tablet,qr_code,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000071,ryan8732@upi,cust100000,6/20/2024 2:29,79.72,send,,user4999@upi,pending,dev100000,android,intent,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000072,nicholas9747@upi,cust107410,2/8/2025 8:33,17.06,send,,user4924@upi,success,dev107410,tablet,intent,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000073,victoria3653@upi,cust103740,5/9/2025 9:34,17.81,receive,,user4985@upi,success,dev103740,tablet,qr_code,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000074,anthony4096@upi,cust104872,7/31/2023 2:46,90.79,send,,user6645@upi,success,dev104872,tablet,intent,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000075,alexa3299@upi,cust102154,8/17/2023 10:36,29.53,merchant_payment,merch1147,user3257@upi,success,dev102154,android,app,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000076,katie9194@upi,cust102333,4/2/2024 3:53,54.07,receive,,user5404@upi,success,dev102333,feature_phone,qr_code,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000077,timothy9595@upi,cust107957,1/2/2025 9:25,20.77,merchant_payment,merch1425,user3058@upi,success,dev107957,android,app,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000078,anna6395@upi,cust103528,6/8/2024 7:56,46.4,receive,,user2698@upi,success,dev103528,tablet,qr_code,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000079,samantha9308@upi,cust109270,3/23/2025 13:12,13.5,receive,,user9272@upi,pending,dev201330,tablet,qr_code,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000080,thomas5496@upi,cust106043,5/18/2025 14:50,11.54,send,,user7165@upi,failed,dev106043,ios,intent,FALSE,FALSE,incorrect_pin,Valid,Missing,Review,Valid,Valid
txn10000081,amy7921@upi,cust109231,2/12/2025 18:54,4.46,send,,user3308@upi,success,dev109231,android,qr_code,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000082,tracy5860@upi,cust105691,7/18/2025 15:47,12.76,merchant_payment,merch1115,user3114@upi,success,dev105691,tablet,qr_code,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000083,billy5009@upi,cust103821,10/5/2024 21:04,42.35,merchant_payment,merch1458,user6191@upi,success,dev103821,ios,qr_code,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000084,lisa9784@upi,cust100556,7/21/2025 5:01,63.4,bill_pay,merch1005,user9436@upi,success,dev100556,ios,qr_code,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000085,steven8531@upi,cust103716,3/12/2025 10:12,43.16,merchant_payment,merch1153,user7781@upi,success,dev103716,android,intent,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000086,kimberly9892@upi,cust101804,7/31/2025 21:29,47.22,send,,user6603@upi,success,dev101804,ios,intent,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000087,cynthia1566@upi,cust101161,3/6/2024 7:20,97.57,bill_pay,merch1045,user2347@upi,success,dev101161,ios,intent,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000088,rachel4851@upi,cust101224,11/30/2024 19:14,28.86,send,,user8661@upi,success,dev101224,ios,qr_code,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000089,joseph7526@upi,cust103672,8/6/2025 3:39,20.31,bill_pay,merch1476,user2479@upi,success,dev103672,tablet,intent,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000090,christina7740@upi,cust102165,5/28/2025 18:09,22.87,merchant_payment,merch1163,user7121@upi,success,dev102165,ios,app,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000091,jason3516@upi,cust101537,6/30/2025 15:40,57.74,receive,,user7769@upi,success,dev101537,ios,qr_code,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000092,cheryl5686@upi,cust104377,7/23/2025 14:39,14.25,merchant_payment,merch1049,user8850@upi,success,dev104377,ios,qr_code,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000093,rebecca6541@upi,cust108467,9/14/2024 11:46,38.01,merchant_payment,merch1406,user6222@upi,failed,dev108467,tablet,app,FALSE,TRUE,account_blocked,Valid,Valid,No Review,Valid,Valid
txn10000094,daniel9259@upi,cust106514,8/22/2024 0:49,236.38,receive,,user4306@upi,success,dev106514,android,qr_code,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000095,andrea9880@upi,cust107560,6/19/2025 12:43,10.24,merchant_payment,merch1462,user2981@upi,success,dev107560,ios,intent,FALSE,FALSE,,Valid,Valid,No Review,Valid,Valid
txn10000096,crystal7368@upi,cust104143,7/13/2025 9:45,75.45,send,,user5349@upi,success,dev104143,ios,app,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000097,james1289@upi,cust104821,7/10/2024 12:03,20.84,receive,,user7439@upi,success,dev104821,android,app,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
txn10000098,robert5178@upi,cust108058,7/10/2025 3:11,103.22,receive,,user3351@upi,success,dev108058,tablet,intent,FALSE,FALSE,,Valid,Missing,Review,Valid,Valid
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
